level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	9	2	19	20	1738	710	42	18	82.116531	0.32
4	1	9	2	20	0	237	738	1543	18	-1	
5	1	9	2	20	1	237	738	42	18	91.527092	0.00
5	1	9	2	20	2	316	738	42	18	88.339806	0.00
5	1	9	2	20	3	395	738	42	18	91.160202	0.00
5	1	9	2	20	4	474	738	42	18	91.160202	0.00
5	1	9	2	20	5	553	738	42	18	94.116776	0.00
5	1	9	2	20	6	632	738	42	18	92.153191	0.00
5	1	9	2	20	7	711	738	42	18	93.727638	0.00
5	1	9	2	20	8	790	738	42	18	93.304070	0.00
5	1	9	2	20	9	869	738	42	18	93.304070	0.00
5	1	9	2	20	10	948	738	42	18	93.693619	0.00
5	1	9	2	20	11	1027	738	42	18	92.512978	0.00
5	1	9	2	20	12	1106	738	42	18	93.380814	0.00
5	1	9	2	20	13	1185	738	42	18	94.126602	0.00
5	1	9	2	20	14	1264	738	42	18	93.991226	0.00
5	1	9	2	20	15	1343	738	39	18	95.300911	0.01
5	1	9	2	20	16	1422	738	42	18	94.640076	0.00
5	1	9	2	20	17	1501	738	42	18	94.640076	0.00
5	1	9	2	20	18	1580	738	42	18	95.615036	0.00
5	1	9	2	20	19	1659	738	42	18	94.193718	0.00
5	1	9	2	20	20	1738	738	42	18	94.603706	0.00
2	1	10	0	0	0	1782	171	3	59	-1	
3	1	10	1	0	0	1782	171	3	59	-1	
4	1	10	1	1	0	1782	171	3	59	-1	
5	1	10	1	1	1	1782	171	3	59	95.000000	 
