level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	10	1	18	21	1591	659	51	15	95.518753	14.84
4	1	10	1	19	0	143	685	1499	15	-1	
5	1	10	1	19	1	143	685	39	15	94.910126	1.00
5	1	10	1	19	2	215	685	40	15	72.804626	8.05
5	1	10	1	19	3	277	685	51	15	94.912949	11.82
5	1	10	1	19	4	349	685	52	15	94.912949	27.98
5	1	10	1	19	5	422	685	52	15	95.254250	28.90
5	1	10	1	19	6	495	685	52	15	93.915543	27.28
5	1	10	1	19	7	568	685	49	15	96.701561	26.31
5	1	10	1	19	8	641	685	52	15	96.381912	26.28
5	1	10	1	19	9	714	685	49	15	81.834511	25.41
5	1	10	1	19	10	787	685	52	15	95.073517	24.93
5	1	10	1	19	11	860	685	52	15	76.002014	24.16
5	1	10	1	19	12	933	685	52	15	78.150444	2359
5	1	10	1	19	13	1006	685	52	15	94.617546	23.22
5	1	10	1	19	14	1079	685	52	15	93.591469	22.79
5	1	10	1	19	15	1152	685	49	15	93.639229	23.11
5	1	10	1	19	16	1225	685	49	15	80.593681	23.21
5	1	10	1	19	17	1298	685	52	15	83.661255	2293
5	1	10	1	19	18	1371	685	52	15	78.475975	2244
5	1	10	1	19	19	1444	685	52	15	95.240723	2243
5	1	10	1	19	20	1517	685	49	15	80.598770	2231
5	1	10	1	19	21	1590	685	52	15	88.508636	2213
4	1	10	1	20	0	142	711	1500	15	-1	
5	1	10	1	20	1	142	711	40	15	79.720093	0.00
5	1	10	1	20	2	215	711	40	15	84.200096	012
5	1	10	1	20	3	289	711	36	15	93.030022	1.01
5	1	10	1	20	4	350	711	51	15	88.866135	11.19
5	1	10	1	20	5	423	711	48	15	93.282410	16.71
5	1	10	1	20	6	496	711	51	15	95.930481	17.28
5	1	10	1	20	7	569	711	51	15	96.048431	18.80
5	1	10	1	20	8	641	711	52	15	95.352707	20.27
5	1	10	1	20	9	714	711	52	15	92.353088	21.45
5	1	10	1	20	10	787	711	52	15	87.752106	21.76
5	1	10	1	20	11	860	711	52	15	94.885002	21.83
5	1	10	1	20	12	933	711	52	15	93.554863	21.85
5	1	10	1	20	13	1006	711	52	15	95.301605	21.72
5	1	10	1	20	14	1079	711	52	15	94.988708	21.87
5	1	10	1	20	15	1152	711	52	15	96.535606	2197
5	1	10	1	20	16	1225	711	52	15	92.728577	22.08
5	1	10	1	20	17	1298	711	52	15	76.232391	22.14
5	1	10	1	20	18	1371	711	52	15	89.779938	22.34
5	1	10	1	20	19	1444	711	52	15	96.336617	2228
5	1	10	1	20	20	1517	711	52	15	96.416862	2217
5	1	10	1	20	21	1590	711	52	15	84.482773	2215
4	1	10	1	21	0	135	737	1507	15	-1	
5	1	10	1	21	1	135	737	47	15	0.000000	1.00
5	1	10	1	21	2	215	737	40	15	96.072113	000
5	1	10	1	21	3	288	737	37	15	95.201164	001
5	1	10	1	21	4	362	737	36	15	92.093208	111
5	1	10	1	21	5	434	737	40	15	95.327797	276
5	1	10	1	21	6	507	737	40	15	96.077339	340
5	1	10	1	21	7	580	737	37	15	92.757759	441
5	1	10	1	21	8	653	737	37	15	87.677856	541
5	1	10	1	21	9	726	737	40	15	94.576271	635
5	1	10	1	21	10	799	737	40	15	95.659622	693
5	1	10	1	21	11	872	737	40	15	93.698570	727
5	1	10	1	21	12	945	737	40	15	75.888519	7.38
5	1	10	1	21	13	1018	737	40	15	94.821960	753
5	1	10	1	21	14	1091	737	40	15	94.162590	774
5	1	10	1	21	15	1164	737	40	15	91.191635	775
5	1	10	1	21	16	1237	737	40	15	94.987556	812
5	1	10	1	21	17	1310	737	40	15	89.649895	840
5	1	10	1	21	18	1383	737	40	15	92.882042	836
5	1	10	1	21	19	1456	737	40	15	94.311508	834
5	1	10	1	21	20	1529	737	40	15	93.349892	848
5	1	10	1	21	21	1602	737	40	15	93.720207	843
4	1	10	1	22	0	135	763	1507	15	-1	
5	1	10	1	22	1	135	763	47	15	82.373642	-200
5	1	10	1	22	2	215	763	40	15	96.403076	000
5	1	10	1	22	3	288	763	40	15	92.441162	000
5	1	10	1	22	4	361	763	37	15	80.728592	001
5	1	10	1	22	5	434	763	40	15	95.752228	014
5	1	10	1	22	6	507	763	40	15	94.572708	022
5	1	10	1	22	7	580	763	40	15	95.945114	028
5	1	10	1	22	8	653	763	40	15	94.966743	050
5	1	10	1	22	9	726	763	40	15	94.400818	074
5	1	10	1	22	10	799	763	40	15	89.472992	096
5	1	10	1	22	11	873	763	39	15	95.892014	103
5	1	10	1	22	12	946	763	39	15	94.952080	113
5	1	10	1	22	13	1019	763	39	15	81.850410	118
5	1	10	1	22	14	1092	763	39	15	95.059616	124
5	1	10	1	22	15	1165	763	39	15	95.548698	133
5	1	10	1	22	16	1238	763	39	15	95.343338	130
5	1	10	1	22	17	1311	763	39	15	95.660454	135
5	1	10	1	22	18	1384	763	39	15	91.006348	147
5	1	10	1	22	19	1457	763	39	15	96.181580	152
5	1	10	1	22	20	1530	763	39	15	94.498985	149
5	1	10	1	22	21	1603	763	39	15	94.169006	145
4	1	10	1	23	0	135	789	1504	15	-1	
5	1	10	1	23	1	135	789	47	15	85.726387	-3.00
5	1	10	1	23	2	215	789	40	15	96.315804	000
5	1	10	1	23	3	288	789	40	15	95.067818	0.00
5	1	10	1	23	4	361	789	40	15	83.802086	0.00
5	1	10	1	23	5	434	789	37	15	94.759422	001
5	1	10	1	23	6	507	789	40	15	87.812141	000
5	1	10	1	23	7	580	789	40	15	92.231247	002
5	1	10	1	23	8	653	789	40	15	96.328407	003
5	1	10	1	23	9	726	789	40	15	93.767296	005
5	1	10	1	23	10	799	789	40	15	95.847092	010
5	1	10	1	23	11	872	789	40	15	93.091354	012
5	1	10	1	23	12	945	789	37	15	90.483948	011
5	1	10	1	23	13	1018	789	40	15	90.805634	012
5	1	10	1	23	14	1091	789	40	15	77.425583	015
5	1	10	1	23	15	1164	789	40	15	94.777199	016
5	1	10	1	23	16	1237	789	40	15	93.213089	016
5	1	10	1	23	17	1310	789	40	15	89.407921	017
5	1	10	1	23	18	1383	789	40	15	95.964226	020
5	1	10	1	23	19	1456	789	40	15	95.178864	020
5	1	10	1	23	20	1529	789	40	15	75.983078	018
5	1	10	1	23	21	1602	789	37	15	68.514175	0.21
4	1	10	1	24	0	135	815	1507	15	-1	
5	1	10	1	24	1	135	815	47	15	78.695763	-400
5	1	10	1	24	2	215	815	40	15	96.205826	000
5	1	10	1	24	3	288	815	40	15	94.714355	0.00
5	1	10	1	24	4	361	815	40	15	92.744530	0.00
5	1	10	1	24	5	434	815	40	15	95.938622	000
5	1	10	1	24	6	507	815	40	15	96.489273	000
5	1	10	1	24	7	580	815	40	15	92.452698	000
5	1	10	1	24	8	653	815	40	15	93.093567	000
5	1	10	1	24	9	726	815	40	15	76.182465	000
5	1	10	1	24	10	799	815	40	15	93.455269	000
5	1	10	1	24	11	872	815	37	15	82.717987	001
5	1	10	1	24	12	945	815	37	15	96.409721	001
5	1	10	1	24	13	1018	815	37	15	95.255539	001
5	1	10	1	24	14	1091	815	37	15	95.583595	001
5	1	10	1	24	15	1164	815	37	15	95.128456	001
5	1	10	1	24	16	1237	815	37	15	95.683228	001
5	1	10	1	24	17	1310	815	37	15	95.420464	001
5	1	10	1	24	18	1383	815	40	15	95.946579	002
5	1	10	1	24	19	1456	815	37	15	95.893082	001
5	1	10	1	24	20	1529	815	40	15	94.758530	002
5	1	10	1	24	21	1602	815	40	15	94.939102	002
4	1	10	1	25	0	135	841	1507	15	-1	
5	1	10	1	25	1	135	841	47	15	39.981911	-500
5	1	10	1	25	2	215	841	40	15	93.947952	000
5	1	10	1	25	3	288	841	40	15	95.904327	0.00
5	1	10	1	25	4	361	841	40	15	91.368835	0.00
5	1	10	1	25	5	434	841	40	15	96.257278	000
5	1	10	1	25	6	507	841	40	15	96.257278	000
5	1	10	1	25	7	580	841	40	15	78.191696	0.00
5	1	10	1	25	8	653	841	40	15	88.282326	0.00
5	1	10	1	25	9	726	841	40	15	88.129959	0.00
5	1	10	1	25	10	799	841	40	15	95.699883	000
5	1	10	1	25	11	872	841	40	15	69.536629	000
5	1	10	1	25	12	945	841	40	15	91.280502	000
5	1	10	1	25	13	1018	841	40	15	94.899475	000
5	1	10	1	25	14	1091	841	40	15	96.371452	000
5	1	10	1	25	15	1164	841	40	15	96.138329	000
5	1	10	1	25	16	1237	841	40	15	95.537727	000
5	1	10	1	25	17	1310	841	40	15	88.954483	0.00
5	1	10	1	25	18	1383	841	40	15	88.427284	000
5	1	10	1	25	19	1456	841	40	15	96.166222	000
5	1	10	1	25	20	1529	841	40	15	95.608177	000
5	1	10	1	25	21	1602	841	40	15	95.608177	0.00
